"Site ID","Antenna ID","Longitude","Latitude","Antenna File","Height (m)","Azimuth","Mechanical Tilt","Twist","Donor Antenna","Terrain Height (m)","Sectors","Number of Corrections","Correction (dB) at -180 degrees","Correction (dB) at -150 degrees","Correction (dB) at -120 degrees","Correction (dB) at -90 degrees","Correction (dB) at -60 degrees","Correction (dB) at -30 degrees","Correction (dB) at 0 degrees","Correction (dB) at 30 degrees","Correction (dB) at 60 degrees","Correction (dB) at 90 degrees","Correction (dB) at 120 degrees","Correction (dB) at 150 degrees"
"NewSite001","1","139.594437","35.685991","default.pafx","25","0","0","0","False","50.97","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"NewSite001","2","139.594437","35.685991","default.pafx","25","120","0","0","False","50.97","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"NewSite001","3","139.594437","35.685991","default.pafx","25","240","0","0","False","50.97","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1","1","139.72775938437161","35.760669192832651","default.pafx","25","0","0","0","False","21.48","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1","2","139.72775938437161","35.760669192832651","default.pafx","25","120","0","0","False","21.48","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1","3","139.72775938437161","35.760669192832651","default.pafx","25","240","0","0","False","21.48","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_10","1","139.72767755852402","35.765807249187915","Missing_default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_10","2","139.72767755852402","35.765807249187915","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_10","3","139.72767755852402","35.765807249187915","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_100","1","139.7275138461178","35.776083258092847","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_100","2","139.7275138461178","35.776083258092847","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_100","3","139.7275138461178","35.776083258092847","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1000","1","139.72849488001828","35.714426840932184","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1000","2","139.72849488001828","35.714426840932184","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1000","3","139.72849488001828","35.714426840932184","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1001","1","139.73213230905512","35.714465221486243","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1001","2","139.73213230905512","35.714465221486243","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1001","3","139.73213230905512","35.714465221486243","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1002","1","139.7357697449593","35.714503492139769","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1002","2","139.7357697449593","35.714503492139769","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1002","3","139.7357697449593","35.714503492139769","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1003","1","139.73940709656992","35.714541651937296","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1003","2","139.73940709656992","35.714541651937296","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1003","3","139.73940709656992","35.714541651937296","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1004","1","139.74304454614961","35.714579702790509","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1004","2","139.74304454614961","35.714579702790509","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1004","3","139.74304454614961","35.714579702790509","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1005","1","139.74668200253754","35.714617643741185","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1005","2","139.74668200253754","35.714617643741185","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1005","3","139.74668200253754","35.714617643741185","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1006","1","139.75031946571411","35.714655474788678","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1006","2","139.75031946571411","35.714655474788678","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1006","3","139.75031946571411","35.714655474788678","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1007","1","139.75395684451772","35.714693194988556","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1007","2","139.75395684451772","35.714693194988556","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1007","3","139.75395684451772","35.714693194988556","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1008","1","139.75759432121234","35.71473080623047","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1008","2","139.75759432121234","35.71473080623047","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1008","3","139.75759432121234","35.71473080623047","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1009","1","139.76123180463654","35.714768307567226","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1009","2","139.76123180463654","35.714768307567226","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1009","3","139.76123180463654","35.714768307567226","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_101","1","139.72387361935625","35.77604468070929","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_101","2","139.72387361935625","35.77604468070929","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_101","3","139.72387361935625","35.77604468070929","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1010","1","139.76301084160176","35.717356010031089","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1010","2","139.76301084160176","35.717356010031089","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1010","3","139.76301084160176","35.717356010031089","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1011","1","139.76478999052739","35.719943777518971","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1011","2","139.76478999052739","35.719943777518971","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1011","3","139.76478999052739","35.719943777518971","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1012","1","139.76656916167681","35.722531518964665","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1012","2","139.76656916167681","35.722531518964665","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1012","3","139.76656916167681","35.722531518964665","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1013","1","139.76834853736921","35.725119236230746","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1013","2","139.76834853736921","35.725119236230746","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1013","3","139.76834853736921","35.725119236230746","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1014","1","139.77012802647604","35.727706928373976","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1014","2","139.77012802647604","35.727706928373976","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1014","3","139.77012802647604","35.727706928373976","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1015","1","139.77190763040071","35.730294505262435","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1015","2","139.77190763040071","35.730294505262435","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1015","3","139.77190763040071","35.730294505262435","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1016","1","139.77368734639356","35.732882147137317","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1016","2","139.77368734639356","35.732882147137317","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1016","3","139.77368734639356","35.732882147137317","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1017","1","139.77546717585992","35.735469763866746","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1017","2","139.77546717585992","35.735469763866746","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1017","3","139.77546717585992","35.735469763866746","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1018","1","139.7772471188195","35.738057355443154","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1018","2","139.7772471188195","35.738057355443154","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1018","3","139.7772471188195","35.738057355443154","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1019","1","139.779027175292","35.740644921859008","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1019","2","139.779027175292","35.740644921859008","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1019","3","139.779027175292","35.740644921859008","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_102","1","139.72023349073322","35.776005994149159","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_102","2","139.72023349073322","35.776005994149159","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_102","3","139.72023349073322","35.776005994149159","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1020","1","139.78080734667142","35.743232372982284","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1020","2","139.78080734667142","35.743232372982284","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1020","3","139.78080734667142","35.743232372982284","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1021","1","139.78258753904865","35.745819888131585","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1021","2","139.78258753904865","35.745819888131585","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1021","3","139.78258753904865","35.745819888131585","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1022","1","139.7843679361732","35.748407379021785","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1022","2","139.7843679361732","35.748407379021785","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1022","3","139.7843679361732","35.748407379021785","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1023","1","139.78614844688954","35.750994844721276","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1023","2","139.78614844688954","35.750994844721276","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1023","3","139.78614844688954","35.750994844721276","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1024","1","139.78792907121732","35.753582285222464","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1024","2","139.78792907121732","35.753582285222464","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1024","3","139.78792907121732","35.753582285222464","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1025","1","139.78970981054124","35.756169610393243","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1025","2","139.78970981054124","35.756169610393243","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1025","3","139.78970981054124","35.756169610393243","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1026","1","139.79149066214924","35.758757000475228","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
